idx,ts,d1,d2,winner
691,2021-05-26 18:19:51,Graydle,Rainbow,Graydle
692,2021-05-26 18:19:59,Graydle,Salamangreat,Salamangreat
693,2021-05-26 18:20:05,Graydle,Lightsworn,Graydle
694,2021-05-26 18:20:15,Graydle,Orcust,Orcust
695,2021-05-26 18:20:21,Gravekeeper,Graydle,Gravekeeper
696,2021-05-26 18:20:35,BlueEyes,Graydle,BlueEyes
697,2021-05-26 18:20:43,Graydle,ST1732,ST1732
698,2021-05-26 18:20:54,CyberDragon,Graydle,Graydle
699,2021-05-26 18:20:57,BlueEyesMaxDragon,Graydle,BlueEyesMaxDragon
700,2021-05-26 18:21:13,Graydle,OldSchool,OldSchool
701,2021-05-26 18:21:16,Graydle,Phantasm,Phantasm
702,2021-05-26 18:21:22,Graydle,Horus,Horus
703,2021-05-26 18:21:28,Graydle,Qliphort,Qliphort
704,2021-05-26 18:21:36,Graydle,GrenMajuThunderBoarder,GrenMajuThunderBoarder
705,2021-05-26 18:21:48,Burn,Graydle,Burn
706,2021-05-26 18:21:58,Graydle,MokeyMokeyKing,Graydle
707,2021-05-26 18:22:04,Graydle,PureWinds,PureWinds
708,2021-05-26 18:22:11,Rainbow,Trickstar,Trickstar
709,2021-05-26 18:22:21,Salamangreat,Trickstar,Salamangreat
710,2021-05-26 18:22:25,Lightsworn,Trickstar,Trickstar
711,2021-05-26 18:22:33,Orcust,Trickstar,Orcust
712,2021-05-26 18:22:40,Gravekeeper,Trickstar,Trickstar
713,2021-05-26 18:22:47,BlueEyes,Trickstar,Trickstar
714,2021-05-26 18:22:51,ST1732,Trickstar,Trickstar
715,2021-05-26 18:22:59,CyberDragon,Trickstar,Trickstar
716,2021-05-26 18:23:06,BlueEyesMaxDragon,Trickstar,BlueEyesMaxDragon
717,2021-05-26 18:23:12,OldSchool,Trickstar,Trickstar
718,2021-05-26 18:23:21,Phantasm,Trickstar,Phantasm
719,2021-05-26 18:23:26,Horus,Trickstar,Trickstar
720,2021-05-26 18:23:37,Qliphort,Trickstar,Qliphort
721,2021-05-26 18:23:42,GrenMajuThunderBoarder,Trickstar,GrenMajuThunderBoarder
722,2021-05-26 18:23:47,Burn,Trickstar,Trickstar
723,2021-05-26 18:23:52,MokeyMokeyKing,Trickstar,Trickstar
724,2021-05-26 18:24:02,PureWinds,Trickstar,PureWinds
725,2021-05-26 18:24:09,Rainbow,Salamangreat,Salamangreat
726,2021-05-26 18:24:12,Lightsworn,Rainbow,Rainbow
727,2021-05-26 18:24:17,Orcust,Rainbow,Orcust
728,2021-05-26 18:24:21,Gravekeeper,Rainbow,Gravekeeper
729,2021-05-26 18:24:26,BlueEyes,Rainbow,BlueEyes
730,2021-05-26 18:24:30,Rainbow,ST1732,ST1732
731,2021-05-26 18:24:36,CyberDragon,Rainbow,CyberDragon
732,2021-05-26 18:24:39,BlueEyesMaxDragon,Rainbow,BlueEyesMaxDragon
733,2021-05-26 18:24:43,OldSchool,Rainbow,Rainbow
734,2021-05-26 18:24:50,Phantasm,Rainbow,Phantasm
735,2021-05-26 18:24:54,Horus,Rainbow,Rainbow
736,2021-05-26 18:24:58,Qliphort,Rainbow,Qliphort
737,2021-05-26 18:25:16,GrenMajuThunderBoarder,Rainbow,GrenMajuThunderBoarder
738,2021-05-26 18:25:22,Burn,Rainbow,Burn
739,2021-05-26 18:25:27,MokeyMokeyKing,Rainbow,Rainbow
740,2021-05-26 18:25:33,PureWinds,Rainbow,PureWinds
741,2021-05-26 18:25:37,Lightsworn,Salamangreat,Salamangreat
742,2021-05-26 18:25:47,Orcust,Salamangreat,Salamangreat
743,2021-05-26 18:25:55,Gravekeeper,Salamangreat,Gravekeeper
744,2021-05-26 18:26:02,BlueEyes,Salamangreat,Salamangreat
745,2021-05-26 18:26:10,ST1732,Salamangreat,Salamangreat
746,2021-05-26 18:26:16,CyberDragon,Salamangreat,Salamangreat
747,2021-05-26 18:26:25,BlueEyesMaxDragon,Salamangreat,Salamangreat
748,2021-05-26 18:26:32,OldSchool,Salamangreat,Salamangreat
749,2021-05-26 18:26:38,Phantasm,Salamangreat,Phantasm
750,2021-05-26 18:26:46,Horus,Salamangreat,Salamangreat
751,2021-05-26 18:26:55,Qliphort,Salamangreat,Qliphort
752,2021-05-26 18:27:07,GrenMajuThunderBoarder,Salamangreat,Salamangreat
753,2021-05-26 18:27:15,Burn,Salamangreat,Salamangreat
754,2021-05-26 18:27:23,MokeyMokeyKing,Salamangreat,Salamangreat
755,2021-05-26 18:27:33,PureWinds,Salamangreat,Salamangreat
756,2021-05-26 18:27:36,Lightsworn,Orcust,Orcust
757,2021-05-26 18:27:40,Gravekeeper,Lightsworn,Gravekeeper
758,2021-05-26 18:27:43,BlueEyes,Lightsworn,BlueEyes
759,2021-05-26 18:27:46,Lightsworn,ST1732,ST1732
760,2021-05-26 18:27:48,CyberDragon,Lightsworn,CyberDragon
761,2021-05-26 18:27:51,BlueEyesMaxDragon,Lightsworn,BlueEyesMaxDragon
762,2021-05-26 18:27:53,Lightsworn,OldSchool,OldSchool
763,2021-05-26 18:27:56,Lightsworn,Phantasm,Phantasm
764,2021-05-26 18:27:58,Horus,Lightsworn,Horus
765,2021-05-26 18:28:02,Lightsworn,Qliphort,Qliphort
766,2021-05-26 18:28:04,GrenMajuThunderBoarder,Lightsworn,GrenMajuThunderBoarder
